Tag,Player,Elo,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,LeadPokemon,TurnCount,Result,Avg_HP,LeadAvg_HP,Avg_Attack,LeadAvg_Attack,Avg_Special Attack,LeadAvg_Special Attack,Avg_Defense,LeadAvg_Defense,Avg_Special Defense,LeadAvg_Special Defense,Avg_Speed,LeadAvg_Speed,Lead_HP,Lead_Attack,Lead_Special Attack,Lead_Defense,Lead_Special Defense,Lead_Speed
1018328634,dice,1400,Breloom,Mamoswine,Politoed,Landorus-Therian,Tentacruel,Jirachi,Breloom,41,win,88.16666666666667,0,108.33333333333334,0,81.66666666666667,0,84.16666666666667,0,86.66666666666667,0,85.16666666666667,0,60.0,130.0,80.0,60.0,60.0,70.0
101863448,Pythagorean Python,1427,Skarmory,Blissey,Hippowdon,Alakazam,Terrakion,Starmie,Alakazam,14,lose,105.66666666666669,0,76.0,0,81.33333333333334,0,81.66666666666667,0,89.5,0,85.83333333333333,0,55.0,50.0,45.0,135.0,85.0,120.0
1019303377,SkAm NEwToN,1418,Rotom-Wash,Scizor,Mew,Venusaur,Garchomp,Hydreigon,Mew,29,lose,83.33333333333333,0,102.0,0,95.83333333333333,0,94.16666666666666,0,93.66666666666667,0,88.5,0,100.0,100.0,100.0,100.0,100.0,100.0
101997268,arm94,1400,Dragonite,Breloom,Volcarona,Mamoswine,Starmie,Scizor,Breloom,22,lose,79.33333333333333,0,109.83333333333334,0,84.16666666666667,0,86.66666666666667,0,81.66666666666667,0,85.0,0,60.0,130.0,80.0,60.0,60.0,70.0
1020429955,blackkaiser,1502,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,22,lose,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
102118607,Sage Hane,1382,Chansey,Wobbuffet,Cloyster,Garchomp,Dragonite,Donphan,Garchomp,27,lose,129.83333333333331,0,86.16666666666667,0,92.16666666666667,0,65.5,0,75.5,0,64.16666666666667,0,108.0,130.0,95.0,80.0,85.0,102.0
102119974,Sage Hane,1366,Chansey,Wobbuffet,Cloyster,Garchomp,Dragonite,Donphan,Dragonite,36,win,129.83333333333331,0,86.16666666666667,0,92.16666666666667,0,65.5,0,75.5,0,64.16666666666667,0,91.0,134.0,95.0,100.0,100.0,80.0
1022581114,NMemories,1338,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios,Thundurus-Therian,26,lose,82.33333333333333,0,84.33333333333333,0,85.16666666666667,0,104.66666666666667,0,102.66666666666666,0,84.83333333333333,0,79.0,105.0,70.0,145.0,80.0,101.0
102356768,Nalorium,1377,Aerodactyl,Whimsicott,Mew,Thundurus-Therian,Latios,Empoleon,Aerodactyl,14,win,80.5,0,92.16666666666666,0,81.33333333333334,0,103.83333333333334,0,90.16666666666667,0,102.83333333333333,0,80.0,105.0,65.0,60.0,75.0,130.0
102462129,Sage Hane,1383,Chansey,Wobbuffet,Cloyster,Garchomp,Dragonite,Donphan,Wobbuffet,12,win,129.83333333333331,0,86.16666666666667,0,92.16666666666667,0,65.5,0,75.5,0,64.16666666666667,0,190.0,33.0,58.0,33.0,58.0,33.0
102464874,ashiemore,1266,Politoed,Azumarill,Starmie,Scizor,Landorus-Therian,Rotom-Wash,Landorus-Therian,50,win,76.5,0,90.0,0,89.5,0,84.16666666666666,0,88.66666666666666,0,79.5,0,89.0,145.0,90.0,105.0,80.0,91.0
1024768250,sankafola,1466,Politoed,Thundurus-Therian,Toxicroak,Rotom-Wash,Scizor,Ferrothorn,Politoed,18,win,74.33333333333333,0,95.83333333333334,0,91.33333333333333,0,89.16666666666667,0,91.33333333333333,0,71.16666666666666,0,90.0,75.0,75.0,90.0,100.0,70.0
1024885130,sqdsqf,1517,Politoed,Thundurus-Therian,Landorus-Therian,Ferrothorn,Tentacruel,Tornadus,Politoed,22,win,81.83333333333334,0,100.66666666666669,0,83.5,0,99.83333333333333,0,96.0,0,82.16666666666667,0,90.0,75.0,75.0,90.0,100.0,70.0
1026972045,199O,1435,Landorus-Therian,Jirachi,Latios,Rotom-Wash,Tyranitar,Ferrothorn,Landorus-Therian,39,lose,82.16666666666667,0,104.66666666666667,0,102.99999999999999,0,98.16666666666667,0,102.16666666666666,0,78.0,0,89.0,145.0,90.0,105.0,80.0,91.0
1026984587,The Mystico,1329,Tyranitar,Seismitoad,Skarmory,Donphan,Latios,Amoonguss,Amoonguss,119,win,92.33333333333334,0,99.00000000000001,0,99.16666666666666,0,82.5,0,82.5,0,65.83333333333333,0,114.0,85.0,70.0,85.0,80.0,30.0
102729469,DBriggs,1486,Latias,Forretress,Heatran,Roserade,Vaporeon,Spiritomb,Roserade,90,lose,81.0,0,81.16666666666666,0,93.16666666666667,0,104.49999999999999,0,100.66666666666667,0,69.5,0,60.0,70.0,55.0,125.0,105.0,90.0
1028150913,blackkaiser,1508,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,23,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
1028232624,GrogLord,1468,Slaking,Hippowdon,Amoonguss,Excadrill,Alakazam,Hydreigon,Slaking,32,win,104.83333333333333,0,107.83333333333333,0,80.5,0,93.0,0,76.16666666666667,0,80.49999999999999,0,150.0,160.0,100.0,95.0,65.0,100.0
1028242954,mauserisfat,1300,Tyranitar,Landorus-Therian,Heatran,Ferrothorn,Jellicent,Reuniclus,Ferrothorn,52,lose,94.0,0,98.0,0,97.0,0,99.0,0,98.66666666666667,0,56.5,0,74.0,94.0,131.0,54.0,116.0,20.0
102874152,TheGrillmeister,1459,Scizor,Tyranitar,Heatran,Latios,Jirachi,Gliscor,Latios,24,lose,86.0,0,106.5,0,103.5,0,92.50000000000001,0,95.16666666666667,0,84.66666666666667,0,80.0,90.0,80.0,130.0,110.0,110.0
1028895575,blackkaiser,1532,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,33,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
1028984738,Loominthreat,1321,Landorus-Therian,Tyranitar,Heatran,Rotom-Wash,Ferrothorn,Mew,Rotom-Wash,88,win,84.0,0,104.66666666666667,0,107.33333333333333,0,98.16666666666667,0,101.5,0,72.5,0,50.0,65.0,107.0,105.0,107.0,86.0
1029042246,Cozarooni,1297,Floatzel,Volcarona,Alakazam,Zoroark,Conkeldurr,Ferrothorn,Volcarona,20,win,77.33333333333333,0,92.33333333333334,0,75.16666666666667,0,97.33333333333333,0,80.16666666666667,0,84.16666666666667,0,85.0,60.0,65.0,135.0,105.0,100.0
